call_mark,call_oi,call_volume,call_gamma,call_delta,call_vega,strike_price,put_gamma,put_delta,put_vega,put_volume,put_oi,put_mark,Expiry,timestamp_IST,max_pain
129.04433362,150,1.62,0.00101158,0.96660965,0.09133063,1540,0.00081566,-0.02335173,0.06781256,574.11,48632,0.59436074,14-06-2026,17:58,899
109.40735371,550,9.35,0.00146309,0.95236514,0.12191128,1560,0.00128115,-0.03710331,0.09959165,525.49,22943,0.95949294,14-06-2026,17:58,654
89.9800494,152,18.71,0.00215621,0.93048839,0.16408881,1580,0.00202948,-0.06025253,0.14684278,390.18999999999994,10589,1.53747283,14-06-2026,17:58,460
71.02596313,50,22.419999999999998,0.00325048,0.89291145,0.22662785,1600,0.00317905,-0.09804465,0.21253917,274.43000000000006,2532,2.55958871,14-06-2026,17:58,284
53.0474813,162,158.53000000000003,0.00485932,0.8270453,0.31437562,1620,0.00488424,-0.1676638,0.30816184,239.72000000000003,13623,4.60897656,14-06-2026,17:58,114
36.93728929,1852,202.46999999999997,0.00672015,0.71817097,0.41490433,1640,0.00685709,-0.27655398,0.41110374,450.1199999999999,10364,8.46021125,14-06-2026,17:58,-35
23.65605789,36476,654.0000000000001,0.00807506,0.57107198,0.48236094,1660,0.00824295,-0.42732616,0.48201457,426.28,16106,15.16834292,14-06-2026,17:58,-155
13.96582438,81394,1676.5099999999998,0.00802318,0.40779991,0.47700776,1680,0.00822644,-0.59433756,0.47640947,942.87,40496,25.45910356,14-06-2026,17:58,-107
7.67765918,34023,840.3900000000001,0.00667354,0.26236103,0.40037349,1700,0.00679628,-0.74387337,0.39544204,665.84,4029,39.14739831,14-06-2026,17:58,135
4.19481013,22056,356.31,0.00480105,0.1598178,0.2987336,1720,0.00478362,-0.85016813,0.28625606,115.12,560,55.65677211,14-06-2026,17:58,451
2.39817963,40326,439.24,0.00320088,0.09668466,0.21037491,1740,0.00303131,-0.91716356,0.18751657,1.8199999999999998,250,73.88290758,14-06-2026,17:58,809
1.462959,25687,743.9499999999999,0.00208784,0.05989342,0.1461531,1760,0.00185338,-0.95295193,0.12069836,1.5,150,92.91389802,14-06-2026,17:58,1250
0.95641469,80062,1053.62,0.00139285,0.03925109,0.10426939,1780,0.00105427,-0.97544105,0.07074705,10.669999999999998,551,112.39461873,14-06-2026,17:58,1737
