call_mark,call_oi,call_volume,call_gamma,call_delta,call_vega,strike_price,put_gamma,put_delta,put_vega,put_volume,put_oi,put_mark,Expiry,timestamp_IST,max_pain
214.25059838,20,1.18,0.00044193,0.97995496,0.09060674,2320,0.00023513,-0.0080052,0.04096451,1224.96,12360.0,0.25073159,14-09-2026,17:53,1612
174.84783946,2,0.1,0.00077105,0.96497735,0.1443998,2360,0.00060303,-0.02320128,0.10252464,340.6100000000001,13223.0,0.79791542,14-09-2026,17:53,1063
155.44911344,2,0.02,0.00105164,0.95072617,0.1903992,2380,0.00092,-0.03820417,0.15504642,168.75,8014.0,1.40367325,14-09-2026,17:53,813
135.80129456,100,1.1400000000000001,0.00133994,0.93958525,0.22369838,2400,0.00121783,-0.04940421,0.19080134,426.27,16933.0,1.75406053,14-09-2026,17:53,580
116.3381432,721,30.650000000000002,0.00175641,0.92268225,0.27059148,2420,0.00166299,-0.06739259,0.24354818,264.9,10348.0,2.30210417,14-09-2026,17:53,381
96.8879789,152,0.06999999999999999,0.00232056,0.90222577,0.32243824,2440,0.00223516,-0.08667405,0.29491699,501.77000000000004,29164.0,2.85532026,14-09-2026,17:53,211
77.97810195,204,22.059999999999995,0.00316732,0.86756013,0.40022512,2460,0.00313042,-0.12219299,0.37842234,358.99,5022.0,3.91255109,14-09-2026,17:53,87
60.26979565,42,8.42,0.00433168,0.80651256,0.51252705,2480,0.00437338,-0.18438065,0.49752684,412.95000000000005,6555.0,6.22098735,14-09-2026,17:53,-20
44.50832924,1342,519.33,0.0055758,0.71344604,0.63575211,2500,0.00570128,-0.28052615,0.62930995,1376.6699999999996,27449.0,10.40144751,14-09-2026,17:53,-118
31.78806975,7098,535.16,0.00630924,0.59135551,0.72551043,2520,0.00647951,-0.40636166,0.7245128,485.65,15674.0,17.68555511,14-09-2026,17:53,-176
22.02059768,9182,1406.0399999999995,0.00631121,0.46348512,0.74200813,2540,0.00648042,-0.53776599,0.74179676,1325.2699999999998,2731.0,27.88715589,14-09-2026,17:53,-172
14.90590698,16258,487.6499999999999,0.00568208,0.34684709,0.68953512,2560,0.00582589,-0.65787289,0.68600253,97.03999999999996,811.0,40.73221938,14-09-2026,17:53,-126
10.04542893,48272,670.3799999999985,0.00471051,0.25232625,0.5964511,2580,0.00479962,-0.7557325,0.58621933,223.95999999999998,504.0,55.87114803,14-09-2026,17:53,-38
7.2154385,23820,972.0699999999998,0.00369827,0.18568493,0.49970899,2600,0.00371957,-0.82440062,0.48251074,115.87,828.0,73.02139578,14-09-2026,17:53,173
5.15691533,25456,494.0199999999999,0.00285323,0.13537884,0.40631265,2620,0.00280989,-0.8766168,0.38100033,7.91,15.0,90.95077768,14-09-2026,17:53,399
3.65566817,6278,298.65999999999997,0.00216959,0.09820412,0.32347685,2640,0.00206465,-0.91533816,0.28977493,209.99,5.0,109.4557818,14-09-2026,17:53,677
2.75110075,5254,189.89000000000001,0.00165947,0.07392943,0.26150801,2660,0.00150778,-0.94057055,0.22083631,,0.0,128.57618801,14-09-2026,17:53,957
2.26801544,7450,234.60999999999996,0.00130412,0.05895827,0.21946223,2680,0.00113015,-0.95564311,0.17500178,0.9,0.0,148.06837759,14-09-2026,17:53,1247
1.50918924,20522,463.15,0.00095653,0.04090323,0.16389787,2700,0.00072337,-0.97457981,0.11069832,0.4,0.0,167.27688672,14-09-2026,17:53,1552
0.94758372,16355,393.95000000000005,0.00067613,0.02717054,0.11703437,2720,0.00029073,-0.99216224,0.04020957,0.02,0.0,186.72863993,14-09-2026,17:53,1899
0.34889359,17985,262.14,0.00030822,0.01100385,0.05410778,2760,0.0,-1.0,0.0,0.2,20.0,226.56,14-09-2026,17:53,2655
0.15448954,152836,2050.370000000001,0.00014949,0.00506399,0.02731497,2800,,,,,,,14-09-2026,17:53,3481
216.38544108,20,1.18,0.00041081,0.98178524,0.08320686,2320,0.00020294,-0.00664245,0.03461753,1288.96,18821.0,0.20168086,14-09-2026,18:19,1608
176.87686174,2,0.08,0.00072763,0.96762371,0.13484322,2360,0.00053605,-0.01967811,0.08885777,341.06000000000006,14268.0,0.65507816,14-09-2026,18:19,1055
157.43823467,2,0.02,0.0010153,0.95271489,0.18352224,2380,0.00086207,-0.03489283,0.1434107,168.75,8014.0,1.26141847,14-09-2026,18:19,806
137.87758351,100,1.1400000000000001,0.00127548,0.94369483,0.2108521,2400,0.001167,-0.0469117,0.18235942,418.27,16933.0,1.66446652,14-09-2026,18:19,573
118.45642618,721,22.64,0.00171129,0.92398502,0.26609911,2420,0.00158023,-0.06273099,0.22949641,264.89,10348.0,2.17076797,14-09-2026,18:19,374
98.95195063,152,0.06,0.00222704,0.90760611,0.30810098,2440,0.00215366,-0.08347962,0.28564659,423.89000000000004,29164.0,2.72771502,14-09-2026,18:19,204
79.73622178,204,19.909999999999997,0.00303931,0.87687389,0.37900448,2460,0.00298925,-0.11287952,0.35641009,357.47,5022.0,3.53685582,14-09-2026,18:19,81
61.95773867,42,8.39,0.0042031,0.8159816,0.49501528,2480,0.00422914,-0.17329469,0.47666765,412.92,6555.0,5.70535375,14-09-2026,18:19,-26
45.79110267,1342,322.35999999999996,0.00549515,0.72755127,0.61799326,2500,0.00560624,-0.26612806,0.6107674,1377.6499999999996,27450.0,9.5756811,14-09-2026,18:19,-123
32.69036,8141,564.4599999999999,0.00635468,0.60701488,0.71543888,2520,0.00652062,-0.39023928,0.71403606,491.30000000000007,15614.0,16.42974646,14-09-2026,18:19,-179
22.68470392,8842,1401.499999999999,0.00639187,0.47689535,0.74104955,2540,0.00660105,-0.52431287,0.74091439,1325.6799999999998,2731.0,26.41113697,14-09-2026,18:19,-166
15.36040876,16283,487.8999999999999,0.00580476,0.35702332,0.69407804,2560,0.00598431,-0.64772188,0.69080437,97.03999999999996,811.0,38.99850611,14-09-2026,18:19,-119
10.28596499,48476,672.4199999999985,0.00485014,0.25907303,0.60241921,2580,0.00494959,-0.74850871,0.59315121,223.95999999999998,504.0,53.91977826,14-09-2026,18:19,-28
7.29454103,23820,956.6299999999999,0.00380939,0.1892876,0.50375236,2600,0.00383734,-0.82034304,0.48766287,115.87,828.0,70.93401804,14-09-2026,18:19,186
5.15816006,25456,494.0199999999999,0.00292813,0.13720842,0.40849151,2620,0.00289291,-0.87414908,0.38484947,7.91,15.0,88.79181717,14-09-2026,18:19,414
3.70034213,6414,300.02,0.00222798,0.10025898,0.32716634,2640,0.00212392,-0.91348681,0.29339266,209.99,5.0,107.35034274,14-09-2026,18:19,694
2.76791702,5254,189.89000000000001,0.0016957,0.07474834,0.26271821,2660,0.0015519,-0.93906785,0.22434322,,0.0,126.4394618,14-09-2026,18:19,976
2.3248148,7450,234.60999999999996,0.0013477,0.06131036,0.22542924,2680,0.00114634,-0.95563107,0.17436975,0.9,0.0,145.92894635,14-09-2026,18:19,1268
1.43811693,20522,463.15,0.00096056,0.04028371,0.16126327,2700,0.00060595,-0.98109199,0.08589129,0.4,0.0,165.05750201,14-09-2026,18:19,1575
0.89213599,16355,393.95000000000005,0.00067048,0.02631863,0.11352799,2720,0.00022485,-0.99454109,0.02909142,0.02,0.0,184.55111305,14-09-2026,18:19,1925
0.34667131,17985,262.15999999999997,0.00031271,0.01108379,0.05424312,2760,0.0,-1.0,0.0,0.2,20.0,224.43,14-09-2026,18:19,2685
0.15342075,152836,2050.370000000001,0.0001514,0.00509608,0.027365,2800,,,,,,,14-09-2026,18:19,3515
