call_mark,call_oi,call_volume,call_gamma,call_delta,call_vega,strike_price,put_gamma,put_delta,put_vega,put_volume,put_oi,put_mark,Expiry,timestamp_IST,max_pain
108.46396792,174,2.74,0.0022307,0.87374657,0.39538815,2480,0.00220538,-0.11785044,0.37671476,710.5500000000002,18714,5.24490754,22-09-2026,17:43,357
90.47313726,100,27.62000000000001,0.00283156,0.83336416,0.47650358,2500,0.00283919,-0.15970909,0.46352392,116.82,8123,7.28194989,22-09-2026,17:43,194
73.40474193,336,3.9499999999999984,0.00353154,0.77957628,0.56539234,2520,0.00357023,-0.21519969,0.55761428,156.24,11347,10.190616,22-09-2026,17:43,49
57.86472141,11175,115.81,0.00422559,0.70561688,0.65746396,2540,0.00430109,-0.28939692,0.65227302,200.49,10897,14.64357497,22-09-2026,17:43,-76
44.20048857,5506,119.36,0.00478073,0.61780026,0.72752383,2560,0.00488703,-0.37971159,0.72608806,184.23000000000002,12477,20.93979051,22-09-2026,17:43,-99
33.08586606,15774,290.55,0.00500001,0.51871917,0.76009635,2580,0.00510192,-0.48109656,0.76007609,380.92999999999995,18553,29.82232305,22-09-2026,17:43,-136
23.92979325,34177,483.50999999999993,0.004905,0.41937257,0.74533528,2600,0.00501073,-0.58259483,0.74456579,739.8599999999999,14525,40.63363424,22-09-2026,17:43,-107
17.19540993,1744,61.37000000000002,0.0044651,0.3288821,0.68982224,2620,0.00455337,-0.67543763,0.68612484,224.28,707,53.87228953,22-09-2026,17:43,46
12.01790034,2872,206.0,0.00386763,0.249295,0.60521962,2640,0.00392158,-0.75680589,0.59723132,190.75,984,68.67259158,22-09-2026,17:43,181
8.57343058,3810,412.64,0.00318534,0.18742068,0.51325405,2660,0.00320313,-0.82136363,0.49810633,13.98,333,85.20159351,22-09-2026,17:43,320
6.19912834,14123,214.5,0.00255597,0.14095415,0.42650731,2680,0.00252936,-0.86911499,0.40539685,1.02,100,102.83062044,22-09-2026,17:43,472
4.63998474,5661,333.83000000000004,0.00202538,0.10752182,0.3528298,2700,0.00195475,-0.90469437,0.3231459,12.879999999999999,5,121.26366952,22-09-2026,17:43,659
3.54248844,1035,129.68,0.00160119,0.08284093,0.29112846,2720,0.00149633,-0.93001197,0.25606254,0.02,2,140.17628672,22-09-2026,17:43,852
2.59315615,3105,159.84,0.00124566,0.06204861,0.23325544,2740,0.00110337,-0.95158194,0.19173236,0.02,2,159.24501851,22-09-2026,17:43,1046
2.08260596,34010,601.4300000000001,0.00098804,0.04880862,0.19296688,2760,0.00082012,-0.96525723,0.14649058,,0,178.68204518,22-09-2026,17:43,1246
1.10464115,50125,737.07,0.0005841,0.02719828,0.11961946,2800,0.0002885,-0.99049691,0.0486227,9.24,0,217.69586399,22-09-2026,17:43,1787
