
2166.09581168,1969,9.210999999999999,6.074e-05,0.96804806,2.40673063,89200,4.863e-05,-0.02217549,1.77392222,365.69399999999985,95561.0,9.43359287,13-01-2026,05:40,34390
1968.92371327,236,1.945,7.591e-05,0.9602358,2.87922801,89400,6.408e-05,-0.02952018,2.2539092,217.90800000000013,65022.0,12.37072395,13-01-2026,05:40,28416
1774.0345521,150,3.4259999999999993,9.683e-05,0.94870563,3.53352539,89600,8.702e-05,-0.04179414,2.99792966,172.99200000000008,19839.0,17.55061547,13-01-2026,05:40,23378
1582.37247778,73,7.730999999999997,0.0001249,0.93167003,4.42441624,89800,0.000117,-0.05892465,3.94278069,97.33600000000013,14562.0,25.64887843,13-01-2026,05:40,18764
1394.79399425,2123,40.468999999999994,0.00015939,0.90946057,5.47609365,90000,0.00015419,-0.08218519,5.09374475,341.68899999999974,61205.0,37.14898105,13-01-2026,05:40,14426
1210.12722566,230,12.247999999999994,0.00020185,0.8794552,6.73729831,90200,0.00019951,-0.11303941,6.43678784,111.66100000000006,13627.0,53.22658206,13-01-2026,05:40,11449
1031.09223192,573,72.11300000000006,0.00025131,0.84227962,8.09218953,90400,0.00025113,-0.1511194,7.8666548,181.26800000000014,14912.0,73.86274578,13-01-2026,05:40,8636
859.57787223,6269,148.2620000000001,0.00030746,0.79428685,9.55859212,90600,0.00030981,-0.20014921,9.40343447,259.28300000000013,27183.0,102.25388968,13-01-2026,05:40,6126
698.43070772,6816,112.89700000000006,0.00036669,0.73266174,11.04484125,90800,0.00037083,-0.26246074,10.94282965,149.93099999999998,14318.0,141.03196228,13-01-2026,05:40,4597
551.80820161,10945,208.3880000000006,0.00041928,0.65864836,12.32021474,91000,0.0004261,-0.33854139,12.28112778,224.1740000000002,22632.0,194.77230674,13-01-2026,05:40,3503
424.413973,4253,119.40600000000002,0.00045512,0.57229438,13.17325946,91200,0.00046328,-0.4264975,13.16579166,90.68600000000006,8229.0,268.52714332,13-01-2026,05:40,2971
318.68300846,7322,132.163,0.00046411,0.47995513,13.37670287,91400,0.00047236,-0.52027918,13.37652073,138.38600000000002,5622.0,361.55650588,13-01-2026,05:40,2484
233.9318284,19165,160.2540000000002,0.00044459,0.38824022,12.86398534,91600,0.0004536,-0.61330802,12.84984349,149.04100000000005,9931.0,476.53986879,13-01-2026,05:40,2327
169.92137227,11648,125.35299999999981,0.00040168,0.30655776,11.78640157,91800,0.00040753,-0.6979791,11.70776984,110.827,7295.0,612.91786264,13-01-2026,05:40,2697
124.63401378,38788,412.9660000000007,0.0003439,0.23727722,10.37146359,92000,0.00034752,-0.76765603,10.25159708,157.39600000000013,5728.0,767.51598514,13-01-2026,05:40,3221
91.72776782,11048,115.12200000000003,0.00028594,0.18299358,8.90107565,92200,0.00028702,-0.8238392,8.69067714,56.67100000000005,2496.0,934.29226815,13-01-2026,05:40,4929
68.85926634,15657,196.04000000000016,0.0002318,0.14088386,7.50402204,92400,0.00023036,-0.86654532,7.2314738,51.085000000000015,24752.0,1111.9062037,13-01-2026,05:40,6732
55.2952288,21678,135.2770000000001,0.00018762,0.11214843,6.40058601,92600,0.00018457,-0.89549456,6.08389605,7.674999999999995,1266.0,1297.69759397,13-01-2026,05:40,6831
46.43900742,32106,144.49000000000007,0.0001538,0.09277594,5.57599139,92800,0.00014923,-0.91516468,5.21663191,11.960999999999997,140.0,1488.62304302,13-01-2026,05:40,9988
40.91718027,57728,304.5590000000002,0.00012787,0.07906548,4.94677685,93000,0.00012183,-0.93006611,4.50453128,20.344999999999995,355.0,1682.95979902,13-01-2026,05:40,13963
35.45282075,50230,218.43499999999997,0.00010667,0.06690248,4.35282615,93200,0.00010037,-0.94154458,3.91816024,4.855,35.0,1877.90336762,13-01-2026,05:40,19148
31.47133722,3823,20.057,9.03e-05,0.05778314,3.88287696,93400,8.347e-05,-0.95068713,3.42438413,0.139,55.0,2074.65212158,13-01-2026,05:40,25333
26.99824954,41874,184.83100000000002,7.585e-05,0.04885345,3.39897646,93600,6.823e-05,-0.95998981,2.89369731,1.9280000000000004,100.0,2269.18300399,13-01-2026,05:40,31425
13.01992062,117578,452.2439999999989,4.488e-05,0.02577751,2.0131086,94000,2.925e-05,-0.98658486,1.15475462,7.820999999999997,310.0,2652.67637473,13-01-2026,05:40,45377
6.49003754,149796,868.1219999999945,2.588e-05,0.01372676,1.17785556,94400,0.0,-1.0,0.0,3.248999999999997,229.0,3048.9,13-01-2026,05:40,64025
