call_mark,call_oi,call_volume,call_gamma,call_delta,call_vega,strike_price,put_gamma,put_delta,put_vega,put_volume,put_oi,put_mark,Expiry,timestamp_IST,max_pain
157.93369916,127,13.399999999999983,0.00089706,0.96292228,0.13546261,3080,0.00100003,-0.04438899,0.15668996,1934.1499999999985,119851,1.62814928,20-01-2026,18:06,2497
138.89600397,90,0.93,0.00140902,0.93151149,0.22071565,3100,0.00136434,-0.06353023,0.20823159,824.4400000000002,87823,2.47151011,20-01-2026,18:06,1746
120.09175895,1034,32.12,0.00189339,0.90306603,0.28671236,3120,0.00183755,-0.08977651,0.27097118,802.9899999999998,57145,3.68184144,20-01-2026,18:06,1167
101.68204888,2366,66.79,0.00242689,0.87062345,0.35251336,3140,0.00242788,-0.12594463,0.34594554,600.4599999999999,30335,5.25051708,20-01-2026,18:06,717
83.52242221,1286,46.46,0.00314886,0.82074056,0.43743495,3160,0.00311513,-0.17218941,0.42656539,1188.3900000000003,47929,7.59604151,20-01-2026,18:06,349
66.56018249,5495,100.26,0.00391119,0.76323019,0.51585569,3180,0.00393189,-0.23352397,0.51195999,819.8100000000002,48542,10.63358348,20-01-2026,18:06,46
51.83125775,10486,641.8299999999999,0.004637,0.68059242,0.59736123,3200,0.00472715,-0.3196595,0.59743839,789.3600000000004,37155,15.48513771,20-01-2026,18:06,-139
38.51700878,14205,629.6099999999998,0.0051582,0.58609299,0.65141202,3220,0.00523559,-0.41233512,0.6508453,563.4200000000001,23901,22.30662822,20-01-2026,18:06,-217
28.05551943,15032,538.1599999999997,0.00529749,0.47936187,0.66606205,3240,0.00533344,-0.52538786,0.66543281,507.06,22090,32.10491915,20-01-2026,18:06,-214
19.72339233,12797,414.7399999999999,0.00501553,0.37801038,0.63556469,3260,0.0050594,-0.62944236,0.63137102,210.0,5656,43.41921077,20-01-2026,18:06,-166
13.7093908,13511,330.35999999999996,0.0044452,0.28440896,0.56702645,3280,0.00446774,-0.715868,0.56679571,94.11000000000001,2750,57.52987483,20-01-2026,18:06,-53
9.30695419,39564,531.4799999999999,0.00368094,0.20817545,0.47932703,3300,0.00372012,-0.79584952,0.47386067,115.39000000000001,1128,72.70927297,20-01-2026,18:06,96
6.06042754,6107,212.56000000000003,0.00291482,0.14741927,0.38528432,3320,0.00287419,-0.86116185,0.36990685,326.89,494,89.94943002,20-01-2026,18:06,351
4.05863047,9404,284.56000000000006,0.00221816,0.1029329,0.29962947,3340,0.00218378,-0.90358734,0.28567288,377.59999999999997,326,107.93726867,20-01-2026,18:06,590
2.77801587,36933,568.9300000000001,0.0016411,0.07201271,0.22935189,3360,0.001635,-0.93010892,0.22421796,118.47,372,126.6474355,20-01-2026,18:06,850
1.78482969,34098,480.26000000000005,0.00120332,0.04966376,0.17149745,3380,0.00102878,-0.96251748,0.13660027,55.879999999999995,51,145.70156552,20-01-2026,18:06,1190
