contract_value,mark_price,product_trading_status,tags,underlying_asset_symbol,contract_type,leverage,oi_value_usd,oi_value_symbol,tick_size,ltp_change_24h,close,strike_price,turnover_symbol,symbol,oi_change_usd_6h,oi,mark_change_24h,low,open,oi_contracts,high,spot_price,turnover_usd,timestamp,product_id,oi_value,volume,time,turnover,size,sort_priority,description,mark_vol,greeks.delta,greeks.gamma,greeks.rho,greeks.spot,greeks.theta,greeks.vega,price_band.lower_limit,price_band.upper_limit,quotes.ask_iv,quotes.ask_size,quotes.best_ask,quotes.best_ask_mm,quotes.best_bid,quotes.best_bid_mm,quotes.bid_iv,quotes.bid_size,quotes.impact_mid_price,quotes.mark_iv
0.010000000000000000,0.9974726,operational,[],ETH,put_options,100,886456.4506,ETH,0.010000000000000000,-93.3824,0.9,3160,USD,P-ETH-3160-111225,687849.2500,266.1400,-94.2373,0.3,13.6,26614,15.8,3334.72,1665263.6379,2025-12-10 22:36:41,111618,266.1400,494.0499999999997,2025-12-09T22:34:10.930506855Z,1665263.6379,49405.0,1,ETH  Put,0.72222014,-0.02749376,0.00067239,-0.00141664,3334.54,-5.33738262,0.08249891,0.01,16.74483572,0.74481964,1815,1.2,1.2,0.8,0.8,0.69598913,5041,,0.72224935
0.010000000000000000,0.62178631,operational,[],ETH,put_options,100,740425.2000,ETH,0.010000000000000000,-93.5484,0.8,3140,USD,P-ETH-3140-111225,437003.8400,222.4000,-95.6419,0.2,12.4,22240,12.4,3334.72,1165886.208,2025-12-10 22:36:41,111619,222.4000,348.29999999999995,2025-12-09T22:34:10.930506855Z,1165886.208,34830.0,1,ETH  Put,0.73645989,-0.01835370,0.00046616,-0.00094540,3334.4,-3.89442142,0.05867529,0.01,14.34115876,0.76450586,1815,0.8,0.8,0.5,0.5,0.71285725,4612,,0.73654662
0.010000000000000000,0.4343701,operational,[],ETH,put_options,100,576410.7624,ETH,0.010000000000000000,-92.7835,0.7,3120,USD,P-ETH-3120-111225,180623.3600,173.1400,-96.3063,0.1,9.7,17314,12.8,3334.72,1490713.5842000002,2025-12-10 22:36:41,111620,173.1400,445.04999999999995,2025-12-09T22:34:10.930506855Z,1490713.5842000002,44505.0,1,ETH  Put,0.76411227,-0.01289981,0.00033173,-0.00066445,3334.72,-2.98730031,0.04335151,0.01,12.88554684,0.79928398,1815,0.6,0.6,0.31,0.3,0.73099136,2208,,0.76373021
0.010000000000000000,0.28263407,operational,[],ETH,put_options,100,4201116.8652,ETH,0.010000000000000000,-96.9231,0.2,3100,USD,P-ETH-3100-111225,2422160.3200,1262.3700,-97.0473,0.07,6.5,126237,10.3,3334.72,7187930.548800001,2025-12-10 22:36:41,111621,1262.3700,2142.34,2025-12-09T22:34:10.930506855Z,7187930.548800001,214234.0,1,ETH  Put,0.78338941,-0.00744449,0.00020487,-0.00038323,3334.38,-1.85156711,0.02682163,0.01,11.30267431,0.81521749,125,0.39,0.4,0.1,0.1,0.69637775,15557,,0.78344663
0.010000000000000000,0.16177485,operational,[],ETH,put_options,100,904779.6483,ETH,0.010000000000000000,-95.6522,0.3,3080,USD,P-ETH-3080-111225,437537.3400,271.4700,-97.9442,0.03,6.9,27147,6.9,3334.72,1844287.8277999999,2025-12-10 22:36:41,111622,271.4700,548.94,2025-12-09T22:34:10.930506855Z,1844287.8277999999,54894.0,1,ETH  Put,0.79180797,-0.00512653,0.00014256,-0.00026390,3334.4,-1.37412105,0.01927470,0.01,9.34450379,0.84991932,1815,0.3,0.3,0.04,0.01,0.68925858,9014,,0.79185565
0.010000000000000000,0.14805602,operational,[],ETH,put_options,100,878376.5007,ETH,0.010000000000000000,-99.6078,0.02,3060,USD,P-ETH-3060-111225,730062.5000,263.7300,-97.7085,0.02,5.1,26373,6.0,3334.72,2164676.7681,2025-12-10 22:36:41,111623,263.7300,643.1400000000001,2025-12-09T22:34:10.930506855Z,2164676.7681,64314.0,1,ETH  Put,0.84163109,-0.00445338,0.00011830,-0.00022935,3334.56,-1.28843064,0.01700129,0.01,9.67285002,0.90803623,370,0.29,0.3,0.02,0.01,0.69942474,12631,,0.84165057
0.010000000000000000,0.10941852,operational,[],ETH,put_options,100,803724.9693,ETH,0.010000000000000000,-95.8333,0.15,3040,USD,P-ETH-3040-111225,386754.7400,241.0700,-97.9134,0.02,3.6,24107,4.0,3334.72,1606275.0124999995,2025-12-10 22:36:41,111673,241.0700,480.48000000000013,2025-12-09T22:34:10.930506855Z,1606275.0124999995,48048.0,1,ETH  Put,0.8717072,-0.00328090,0.00008692,-0.00016898,3334.38,-1.01397562,0.01292783,0.01,8.86228196,0.92823029,1815,0.2,0.2,0.03,0.01,0.77331543,27830,,0.87175727
0.010000000000000000,0.14382746,operational,[],ETH,put_options,100,1589279.1096,ETH,0.010000000000000000,-96.8750,0.1,3020,USD,P-ETH-3020-111225,1119751.4900,476.8400,-96.7007,0.1,3.2,47684,3.8,3334.72,1722380.8362999998,2025-12-10 22:36:41,111697,476.8400,512.3899999999999,2025-12-09T22:34:10.930506855Z,1722380.8362999998,51239.0,1,ETH  Put,0.95374227,-0.00385323,0.00009180,-0.00019869,3334.38,-1.28130421,0.01493550,0.01,10.34688537,0.98732471,1815,0.2,0.2,0.1,0.01,0.91863632,7885,,0.9537828
0.010000000000000000,0.65759975,operational,[],ETH,put_options,100,8271964.8410,ETH,0.010000000000000000,-99.0625,0.03,3000,USD,P-ETH-3000-111225,1757618.3900,2480.8700,-81.4401,0.03,3.2,248087,3.4,3334.72,19677825.05740001,2025-12-10 22:36:41,111649,2480.8700,5886.039999999996,2025-12-09T22:34:10.930506855Z,19677825.05740001,588604.0,1,ETH  Put,1.20954517,-0.01196034,0.00019751,-0.00061972,3334.4,-4.40101929,0.04060126,0.01,19.82366744,1.04654312,270,0.2,22.4,0.03,0.01,0.87490082,531,,1.20954517
0.010000000000000000,0.06231706,operational,[],ETH,put_options,100,6708386.2230,ETH,0.010000000000000000,-98.6957,0.03,2960,USD,P-ETH-2960-111225,3846307.3600,2012.8500,-97.3467,0.03,2.3,201285,9.6,3334.72,8390473.460399998,2025-12-10 22:36:41,111650,2012.8500,2496.180000000001,2025-12-09T22:34:10.930506855Z,8390473.460399998,249618.0,1,ETH  Put,1.04027669,-0.00164461,0.00003900,-0.00008482,3334.4,-0.64702773,0.00691791,0.01,8.13263607,1.08627319,1815,0.1,0.1,0.03,0.01,0.97698212,5102,,1.04030689
0.010000000000000000,0.20853537,operational,[],ETH,put_options,100,10112055.4368,ETH,0.010000000000000000,-72.8571,0.38,2920,USD,P-ETH-2920-111225,546838.3200,3037.3100,-86.7404,0.05,1.4,303731,1.85,3334.72,14158296.433199998,2025-12-10 22:36:41,111677,3037.3100,4242.019999999986,2025-12-09T22:34:10.930506855Z,14158296.433199998,424202.0,1,ETH  Put,1.29074653,-0.00404930,0.00007096,-0.00020968,3334.55,-1.81183692,0.01561511,0.01,13.87985324,1.37962818,770,0.38,0.9,0.05,0.01,1.12668991,4705,,1.29074216
0.010000000000000000,0.67112001,operational,[],ETH,call_options,100,8465698.9728,ETH,0.010000000000000000,-92.1622,0.29,3600,USD,C-ETH-3600-111225,-478917.0000,2539.0800,-83.1340,0.29,3.7,253908,20.0,3334.72,20431857.344100032,2025-12-10 22:36:41,111890,2539.0800,6104.499999999957,2025-12-09T22:34:10.930506855Z,20431857.344100032,610450.0,1,ETH  Call,0.90661029,0.01500314,0.00032440,0.00075532,3334.55,-3.96345204,0.04938047,0.01,17.54925562,0.96162319,1410,1,4.5,0.29,0.01,0.81272125,69,,0.90766221
0.010000000000000000,0.36646037,operational,[],ETH,call_options,100,1924551.5000,ETH,0.010000000000000000,-96.8254,0.2,3560,USD,C-ETH-3560-111225,558508.6500,577.2500,-94.0983,0.2,6.3,57725,17.8,3334.72,5648363.1094,2025-12-10 22:36:41,111862,577.2500,1681.650000000001,2025-12-09T22:34:10.930506855Z,5648363.1094,168165.0,1,ETH  Call,0.72906733,0.01091689,0.00030426,0.00055105,3334.52,-2.43809678,0.03750594,0.01,11.94278524,0.76058865,1815,0.5,0.5,0.2,0.2,0.67733765,7609,,0.72894434
0.010000000000000000,0.88785959,operational,[],ETH,call_options,100,2075897.2140,ETH,0.010000000000000000,-95.2381,0.6,3520,USD,C-ETH-3520-111225,408161.4600,623.4300,-90.8937,0.6,12.6,62343,26.6,3334.72,9264637.440200007,2025-12-10 22:36:41,111843,623.4300,2755.739999999993,2025-12-09T22:34:10.930506855Z,9264637.440200007,275574.0,1,ETH  Call,0.7050394,0.02486897,0.00063683,0.00125452,3334.48,-4.76494597,0.07585725,0.01,16.30502189,0.71967602,1815,1,1,0.7,0.7,0.67990422,8168,,0.70545981
0.010000000000000000,1.37740964,operational,[],ETH,call_options,100,268805.9028,ETH,0.010000000000000000,-89.5238,1.1,3500,USD,C-ETH-3500-111225,0.0000,80.6600,13636.5939,1.1,10.5,8066,10.5,3334.72,359784.7097,2025-12-10 22:36:41,112029,80.6600,107.53,2025-12-09T22:34:10.930506855Z,359784.7097,10753.0,1,ETH  Call,0.69400723,0.03776214,0.00091163,0.00190403,3334.5,-6.64681561,0.10719550,0.01,18.51303339,0.70544064,1815,1.5,1.5,1.2,1.2,0.67739725,3224,,0.69427321
0.010000000000000000,2.13753849,operational,[],ETH,call_options,100,1539636.5568,ETH,0.010000000000000000,-88.8199,1.8,3480,USD,C-ETH-3480-111225,97230.5200,462.3200,-85.9121,1.5,16.1,46232,38.7,3334.72,4182126.4059000015,2025-12-10 22:36:41,111812,462.3200,1248.8900000000008,2025-12-09T22:34:10.930506855Z,4182126.4059000015,124889.0,1,ETH  Call,0.68357562,0.05602911,0.00126921,0.00282369,3334.4,-8.99699840,0.14715965,0.01,21.56354709,0.69548368,1815,2.3,2.3,1.9,1.9,0.66826463,6617,,0.6839555
0.010000000000000000,3.21688376,operational,[],ETH,call_options,100,1216387.6851,ETH,0.010000000000000000,-85.4545,3.2,3460,USD,C-ETH-3460-111225,207965.2800,365.0700,-82.7361,2.6,22.0,36507,48.35,3334.72,4315039.795499999,2025-12-10 22:36:41,111900,365.0700,1278.8200000000008,2025-12-09T22:34:10.930506855Z,4315039.795499999,127882.0,1,ETH  Call,0.67057369,0.08136596,0.00172278,0.00409829,3334.54,-11.79506114,0.19630850,0.01,25.32191998,0.6804803,1815,3.4,3.4,3,3,0.66009283,5278,,0.67045607
